"id" "name" "terminalName" "lat" "long" "installed" "locked" "installDate" "removalDate" "temporary" "nbBikes" "nbEmptyDocks" "nbDocks"
"175" "Appold Street, Liverpool Street" "000997" "51.52174384" "-0.0811189" "true" "false" "1279296660000" "" "false" "26" "0" "26"
"176" "Gloucester Terrace, Bayswater" "001173" "51.51791921" "-0.188098863" "true" "false" "1279297560000" "" "false" "6" "17" "23"
"177" "Ashley Place, Victoria" "001122" "51.49616092" "-0.140947636" "true" "false" "1279297740000" "" "false" "12" "13" "25"
"178" "Warwick Square, Pimlico" "003460" "51.48985626" "-0.141923621" "true" "false" "1279297920000" "" "false" "0" "19" "19"
"180" "North Audley Street, Mayfair" "001126" "51.5129118" "-0.153645496" "true" "false" "1279298220000" "" "false" "13" "4" "17"
"181" "Belgrave Square, Belgravia" "003473" "51.49941247" "-0.152317537" "true" "false" "1279298460000" "" "false" "16" "5" "21"
"182" "Bell Street , Marylebone" "001166" "51.52202903" "-0.165842551" "true" "false" "1279363140000" "" "false" "1" "16" "17"
"183" "Riverlight North, Nine Elms" "001165" "51.482362" "-0.13612398" "true" "false" "1279364160000" "1372759560000" "false" "5" "19" "24"
"184" "Portland Place, Marylebone" "001164" "51.52071513" "-0.14521173" "true" "false" "1279364280000" "" "false" "26" "8" "34"
"185" "Alderney Street, Pimlico" "001174" "51.48805753" "-0.140741432" "true" "false" "1279365360000" "" "false" "9" "5" "14"
"186" "South Wharf Road, Paddington" "001167" "51.51733558" "-0.175810943" "true" "false" "1279365480000" "" "false" "2" "12" "16"
"187" "Queen's Gate (South), South Kensington" "001172" "51.49247977" "-0.178433004" "true" "false" "1279365720000" "" "false" "9" "16" "25"
"188" "Nutford Place, Marylebone" "001112" "51.5165179" "-0.164393768" "true" "false" "1279376760000" "" "false" "5" "13" "18"
"189" "Claremont Square, Angel" "001104" "51.53166681" "-0.109914711" "true" "false" "1279377180000" "" "false" "7" "11" "18"
"190" "Rampayne Street, Pimlico" "001106" "51.48997562" "-0.132845681" "true" "false" "1279381080000" "" "false" "10" "11" "21"
"191" "Hyde Park Corner, Hyde Park" "001075" "51.50311799" "-0.153520935" "true" "false" "1279383120000" "" "false" "9" "16" "28"
"192" "Wardour Street, Soho" "001163" "51.51251523" "-0.133201961" "true" "false" "1279383300000" "" "false" "13" "1" "16"
